id,user,text,timestamp,in_reply_to,mentioned_users,reactions,total_reactions
1597216883.009700,U016Z293QVA,<@U016Z293QVA> has joined the channel,"Mon, 19 Jan 1970 11:40:16 GMT",,,,0
1596184680.009100,U017GEXRXB2,<@U017GEXRXB2> has joined the channel,"Mon, 19 Jan 1970 11:23:04 GMT",,,,0
1596184613.008200,U016WSQKPCL,<@U016WSQKPCL> has joined the channel,"Mon, 19 Jan 1970 11:23:04 GMT",,,,0
1596182962.008000,U016NEJETQV,<@U016NEJETQV> has joined the channel,"Mon, 19 Jan 1970 11:23:02 GMT",,,,0
1596178995.007800,U017E2A2KPS,<@U017E2A2KPS> has joined the channel,"Mon, 19 Jan 1970 11:22:58 GMT",,,,0
1596133527.007600,U016HAELGES,<@U016HAELGES> has joined the channel,"Mon, 19 Jan 1970 11:22:13 GMT",,,,0
1596127984.007400,U0169476M7Z,<@U0169476M7Z> has joined the channel,"Mon, 19 Jan 1970 11:22:07 GMT",,,,0
1596127598.007200,U0169JV8C95,<@U0169JV8C95> has joined the channel,"Mon, 19 Jan 1970 11:22:07 GMT",,,,0
1596127076.007000,U016Q825Y3U,<@U016Q825Y3U> has joined the channel,"Mon, 19 Jan 1970 11:22:07 GMT",,,,0
1596126765.006800,U016C909613,<@U016C909613> has joined the channel,"Mon, 19 Jan 1970 11:22:06 GMT",,,,0
1596126019.006600,U016Q117G67,<@U016Q117G67> has joined the channel,"Mon, 19 Jan 1970 11:22:06 GMT",,,,0
1596125777.006400,U016C8XH6NR,<@U016C8XH6NR> has joined the channel,"Mon, 19 Jan 1970 11:22:05 GMT",,,,0
1596125446.006200,U017DK86Y6L,<@U017DK86Y6L> has joined the channel,"Mon, 19 Jan 1970 11:22:05 GMT",,,,0
1596125382.006000,U017E885WBA,<@U017E885WBA> has joined the channel,"Mon, 19 Jan 1970 11:22:05 GMT",,,,0
1596125186.005200,U0172CM3049,"For anyone interested in/looking for scaling solutions for their dApp (like, Matic :wink:), well, who knew now would be the best time? sky high gas prices + Matic’s build-n-earn incubator program: So basically you get assistance and rewards for building AND leveraging L2 for all things economical :relieved:

• $50,000 monthly funding allocation
• We’d be having Matic’s office hours weekly <https://www.airmeet.com/event/session?t=0d0717a4-c343-4ece-925a-1347f35d46de|here>
• Join Matic developers discord server <https://discord.gg/3SDQsKd|here>
• More on build-n-earn: <https://matic.network/build-n-earn/>
• :rocket: <https://www.notion.so/maticnetwork/Welcome-to-Matic-b9d4763a28214c5ba39f07adfbc0bcbf|Quick links to get you started>","Mon, 19 Jan 1970 11:22:05 GMT",1596125186.005200,,,0
1596184669.008800,U016WSQKPCL,<@U0172CM3049> Awesome dao.care has applied for this! cc <@U016NEJETQV> <@U017GEXRXB2>  :100::boom::seedling:,"Mon, 19 Jan 1970 11:23:04 GMT",1596125186.005200,"U0172CM3049,U016NEJETQV,U017GEXRXB2","[{""name"":""party_parrot"",""users"":[""U016NEJETQV"",""U0172CM3049"",""U017GEXRXB2""],""count"":3}]",3
1596124533.000400,U0174GM955H,<@U0174GM955H> has joined the channel,"Mon, 19 Jan 1970 11:22:04 GMT",,,,0
1596124526.000200,U0172CM3049,<@U0172CM3049> has joined the channel,"Mon, 19 Jan 1970 11:22:04 GMT",,,,0
