id,user,text,timestamp,in_reply_to,mentioned_users,reactions,total_reactions
1594652346.000800,U016HPVFV54,<http://delance.app|delance.app> for more information,"Mon, 19 Jan 1970 10:57:32 GMT",,,,0
1594652335.000500,U016HPVFV54,"All the $MAX is gone, but if you are interested in DeLance, then feel free to join the DeLance Discord! <https://discord.gg/vWjjuh>","Mon, 19 Jan 1970 10:57:32 GMT",,,,0
1594385282.004000,U016HPVFV54,"Speaking of the future of work, just launched my own personal token $MAX and I'll be giving away 3 more (2 already claimed) 250 $MAX tokens (15 minutes) to the next 3 people who reach out. I'll DM you the link to redeem your tokens and send you a calendly link to schedule your time!","Mon, 19 Jan 1970 10:53:05 GMT",,,"[{""name"":""the_horns"",""users"":[""U016Q1J7Y83"",""U016PP38YLA"",""U017HFE51EU""],""count"":3}]",3
1594383067.002200,U0172CM3049,<@U0172CM3049> has joined the group,"Mon, 19 Jan 1970 10:53:03 GMT",,,,0
1594382306.002000,U016W0C1FNG,<@U016W0C1FNG> has joined the group,"Mon, 19 Jan 1970 10:53:02 GMT",,,,0
1594380835.001800,U016PP38YLA,<@U016PP38YLA> has joined the group,"Mon, 19 Jan 1970 10:53:00 GMT",,,,0
1594380823.001600,U017E8XAW0G,<@U017E8XAW0G> has joined the group,"Mon, 19 Jan 1970 10:53:00 GMT",,,,0
1594380718.001400,U016HPVFV54,<@U016HPVFV54> set the channel's purpose: What do you envision for a more equitable future for work? What does work mean? How does it enmesh with web3? That's what we're talking about here: the future of web3 and work.,"Mon, 19 Jan 1970 10:53:00 GMT",,,,0
1594380525.001300,U016HPVFV54,<@U016HPVFV54> set the channel's purpose: Discuss the future of work and web3 here!,"Mon, 19 Jan 1970 10:53:00 GMT",,,,0
1594380498.001200,U016HPVFV54,"Also, I'll be pitching at 9:15 - 9:25 a.m. for DeLance.","Mon, 19 Jan 1970 10:53:00 GMT",,,,0
1594380482.000800,U016HPVFV54,Today at 9 am won't work because of the pitches! I'm flexibly available and wake up early in EST.,"Mon, 19 Jan 1970 10:53:00 GMT",,,,0
1594380458.000400,U016HPVFV54,Planning the junto to be in the future. What time works best for everyone?,"Mon, 19 Jan 1970 10:53:00 GMT",1594380458.000400,,,0
1594383746.002400,U016Q1J7Y83,AM EST tend to work for me so a 9-9.30 sometime next week?,"Mon, 19 Jan 1970 10:53:03 GMT",1594380458.000400,,,0
1594384066.002600,U016HPVFV54,Works for me!,"Mon, 19 Jan 1970 10:53:04 GMT",1594380458.000400,,,0
1594315024.001300,U016C8XH6NR,<@U016C8XH6NR> has joined the group,"Mon, 19 Jan 1970 10:51:55 GMT",,,,0
1594315024.001100,U016C909613,<@U016C909613> has joined the group,"Mon, 19 Jan 1970 10:51:55 GMT",,,,0
1594313505.000900,U016Q1J7Y83,<@U016Q1J7Y83> has joined the group,"Mon, 19 Jan 1970 10:51:53 GMT",,,,0
1594313505.000700,U017HFE51EU,<@U017HFE51EU> has joined the group,"Mon, 19 Jan 1970 10:51:53 GMT",,,,0
1594313504.000500,U016PNPMFSN,<@U016PNPMFSN> has joined the group,"Mon, 19 Jan 1970 10:51:53 GMT",,,,0
1594313478.000300,U016HPVFV54,<@U016HPVFV54> set the channel's purpose: Discussion for the future of work.,"Mon, 19 Jan 1970 10:51:53 GMT",,,,0
1594313477.000200,U016HPVFV54,<@U016HPVFV54> has joined the group,"Mon, 19 Jan 1970 10:51:53 GMT",,,,0
